,pobre,area,casal,genero,raca,escolaridade,atividade,aposentadoria,dom_tipo,agua_adeq,esgoto_ad,banheiro,paredes,casa_tipo,geladeira,maquina_lavar,tv,computador,internet,carro,moto,idade,n_moradores,n_criancas,n_adultos,densidade,fone_pc
6244,1,rural,solteiro,mulher,preto ou pardo,medio incompleto,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,24,4,3,1,0.8,1.0
6245,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,cedido,sim,nao,sim,nao,nao,nao,sim,30,4,2,2,0.666666666666667,1.0
6246,1,rural,casado,homem,preto ou pardo,fundam completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,sim,sim,nao,nao,46,4,1,3,0.5,0.333333333333333
6247,1,rural,casado,homem,preto ou pardo,fundam incompleto,inativo,nao,casa,inadequada,inadequado,nao,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,24,3,1,2,0.75,1.0
6248,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,nao,adequada,cedido,sim,nao,sim,nao,sim,nao,sim,39,7,4,3,1.4,0.666666666666667
6251,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,cedido,nao,nao,sim,nao,nao,nao,sim,54,3,1,2,0.5,0.5
6252,1,rural,casado,homem,preto ou pardo,sem instrucao,ativo ocupado,nao,casa,inadequada,inadequado,sim,adequada,cedido,sim,nao,sim,nao,nao,nao,sim,52,2,0,2,0.285714285714286,0.5
6253,0,rural,casado,homem,branco,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,nao,sim,sim,sim,sim,sim,sim,63,2,0,2,0.285714285714286,1.0
6254,1,rural,casado,homem,preto ou pardo,fundam incompleto,inativo,nao,casa,adequada,inadequado,sim,adequada,cedido,sim,nao,sim,nao,sim,nao,sim,42,6,2,5,0.857142857142857,0.4
6255,0,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,sim,69,3,0,3,0.6,0.666666666666667
6256,1,rural,casado,homem,branco,sem instrucao,ativo ocupado,nao,casa,inadequada,inadequado,sim,adequada,cedido,nao,nao,sim,nao,sim,nao,nao,55,3,0,3,0.6,0.666666666666667
6257,1,rural,casado,homem,preto ou pardo,medio completo,ativo ocupado,nao,apartamento,inadequada,inadequado,sim,adequada,proprio pago,nao,nao,sim,sim,sim,nao,sim,25,3,1,2,0.6,0.5
6258,0,rural,casado,homem,preto ou pardo,sem instrucao,ativo ocupado,nao,casa,inadequada,inadequado,sim,adequada,proprio pago,nao,nao,sim,nao,sim,nao,sim,44,3,0,3,0.6,1.0
6259,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,41,5,0,5,1.0,0.6
6260,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,inadequado,nao,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,47,5,2,3,0.833333333333333,0.333333333333333
6261,0,rural,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,inadequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,sim,sim,nao,sim,66,3,0,3,0.5,0.666666666666667
6262,1,rural,casado,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,inadequada,inadequado,sim,adequada,alugado,sim,nao,sim,nao,sim,nao,sim,38,5,3,2,0.714285714285714,1.0
6263,0,rural,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,inadequada,inadequado,sim,adequada,cedido,sim,nao,sim,nao,sim,nao,nao,88,5,0,5,0.714285714285714,0.6
6264,0,rural,casado,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,inadequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,nao,nao,nao,nao,68,3,0,3,0.375,0.333333333333333
6265,1,rural,casado,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,inadequada,inadequado,nao,adequada,cedido,sim,nao,sim,nao,sim,nao,sim,46,5,1,4,1.66666666666667,0.75
6266,1,rural,solteiro,homem,preto ou pardo,sem instrucao,ativo ocupado,nao,casa,inadequada,inadequado,nao,adequada,proprio pago,nao,nao,nao,nao,nao,nao,nao,67,1,0,1,0.166666666666667,0.0
6267,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,inadequado,nao,adequada,cedido,sim,nao,sim,nao,sim,nao,nao,45,4,1,3,1.0,0.333333333333333
6268,0,rural,casado,homem,preto ou pardo,sem instrucao,ativo ocupado,sim,casa,inadequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,nao,67,4,1,3,0.571428571428571,0.666666666666667
6269,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,43,5,0,5,1.0,0.2
6270,1,rural,casado,homem,preto ou pardo,sem instrucao,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,nao,nao,nao,nao,nao,nao,56,2,0,2,0.333333333333333,0.0
6271,1,rural,casado,homem,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,89,7,0,7,1.16666666666667,0.142857142857143
6273,1,rural,casado,homem,preto ou pardo,sem instrucao,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,54,3,0,3,0.375,0.333333333333333
6274,1,rural,casado,homem,preto ou pardo,fundam incompleto,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,sim,sim,sim,nao,40,4,2,2,0.666666666666667,0.0
6275,1,rural,solteiro,mulher,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,36,1,0,1,0.2,1.0
6276,1,rural,solteiro,mulher,preto ou pardo,medio completo,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,24,3,0,3,0.5,0.333333333333333
6277,1,rural,casado,mulher,preto ou pardo,medio completo,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,37,5,2,3,0.833333333333333,0.0
6278,0,rural,solteiro,homem,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,cedido,sim,nao,nao,nao,nao,nao,nao,75,1,0,1,0.142857142857143,0.0
6279,0,rural,casado,homem,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,nao,sim,sim,nao,sim,nao,sim,80,4,1,3,0.5,0.333333333333333
6280,0,rural,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,68,2,1,1,0.285714285714286,1.0
6281,1,rural,casado,homem,preto ou pardo,sem instrucao,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,sim,57,6,1,6,1.0,0.5
6282,1,rural,casado,homem,preto ou pardo,fundam incompleto,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,50,6,3,3,1.0,0.333333333333333
6283,1,rural,casado,homem,preto ou pardo,sem instrucao,ativo desocupado,nao,casa,adequada,adequado,sim,inadequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,51,6,1,5,1.0,0.2
6284,0,rural,casado,homem,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,80,2,0,2,0.285714285714286,0.5
6285,0,rural,casado,homem,branco,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,sim,sim,42,2,0,2,0.4,1.0
6286,0,rural,solteiro,mulher,branco,fundam incompleto,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,sim,50,2,0,2,0.333333333333333,1.0
6287,0,rural,casado,homem,branco,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,46,5,0,5,0.625,0.0
6288,1,rural,solteiro,mulher,branco,fundam completo,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,36,3,2,1,0.6,2.0
6290,0,rural,solteiro,homem,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,adequado,sim,inadequada,cedido,sim,nao,sim,nao,sim,nao,sim,68,3,0,3,0.75,0.333333333333333
6291,0,rural,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,nao,nao,nao,nao,71,1,0,1,0.142857142857143,1.0
6292,0,rural,casado,homem,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,sim,sim,sim,sim,79,6,1,5,1.0,0.4
6293,1,rural,casado,homem,branco,fundam completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,31,3,1,2,0.6,0.5
6294,1,rural,casado,homem,preto ou pardo,sem instrucao,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,nao,nao,sim,50,5,2,3,0.714285714285714,0.333333333333333
6295,1,rural,casado,homem,preto ou pardo,fundam completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,29,3,1,2,0.75,1.0
6296,0,rural,casado,homem,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,sim,nao,66,2,0,2,0.285714285714286,1.0
6297,0,rural,solteiro,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,alugado,nao,nao,nao,nao,nao,nao,nao,41,1,0,1,0.2,1.0
6298,0,rural,solteiro,mulher,branco,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,cedido,sim,nao,nao,nao,nao,nao,nao,83,2,0,2,0.4,1.0
6299,1,rural,casado,mulher,preto ou pardo,fundam completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,24,5,3,2,1.0,1.0
6300,0,rural,casado,homem,preto ou pardo,medio incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,alugado,nao,nao,sim,nao,nao,nao,sim,22,2,0,2,0.5,1.0
6301,1,rural,casado,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,inadequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,25,4,2,2,1.0,0.5
6302,0,rural,solteiro,mulher,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,nao,23,1,0,1,0.333333333333333,1.0
6303,1,rural,casado,mulher,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,sim,55,3,0,3,0.5,0.666666666666667
6304,1,rural,casado,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,sim,sim,40,5,1,4,0.714285714285714,1.25
6305,0,rural,casado,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,sim,nao,38,3,1,2,0.75,1.0
6306,1,rural,solteiro,mulher,branco,fundam completo,ativo ocupado,nao,casa,inadequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,30,1,0,1,0.2,1.0
6307,1,rural,casado,mulher,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,inadequado,nao,adequada,cedido,sim,nao,nao,nao,nao,nao,nao,44,4,2,2,1.33333333333333,0.0
6308,0,rural,casado,homem,branco,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,sim,sim,nao,sim,39,4,1,3,0.666666666666667,1.0
6309,0,rural,casado,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,66,5,1,4,0.833333333333333,0.5
6310,1,rural,solteiro,mulher,preto ou pardo,sem instrucao,inativo,sim,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,80,3,0,3,0.428571428571429,0.0
6311,1,rural,casado,homem,preto ou pardo,sem instrucao,inativo,nao,casa,inadequada,inadequado,nao,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,54,4,0,4,1.0,0.25
6312,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,44,2,0,2,0.4,0.0
6313,1,rural,casado,homem,preto ou pardo,sem instrucao,inativo,sim,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,70,9,1,8,1.125,0.25
6314,1,rural,casado,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,36,4,2,3,0.8,0.666666666666667
6315,1,rural,solteiro,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,inadequado,nao,adequada,proprio pago,nao,nao,sim,nao,nao,nao,nao,44,1,0,1,1.0,0.0
6317,1,rural,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,62,6,1,5,0.75,0.6
6318,0,rural,solteiro,homem,preto ou pardo,fundam incompleto,inativo,sim,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,80,1,0,1,0.25,1.0
6319,0,rural,casado,homem,preto ou pardo,sem instrucao,ativo ocupado,sim,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,79,2,0,2,0.333333333333333,0.0
6320,1,rural,casado,homem,preto ou pardo,fundam incompleto,inativo,sim,casa,inadequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,61,8,2,6,1.14285714285714,0.166666666666667
6321,1,rural,casado,mulher,preto ou pardo,medio completo,ativo desocupado,nao,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,32,3,1,2,0.6,0.5
6322,1,rural,solteiro,mulher,branco,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,58,4,1,4,0.571428571428571,0.5
6323,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,inadequado,sim,adequada,cedido,sim,nao,sim,nao,sim,nao,sim,39,4,2,3,0.666666666666667,1.0
6324,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,inadequado,nao,inadequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,25,3,1,2,0.75,0.0
6326,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,45,5,3,2,1.0,0.0
6327,1,rural,casado,homem,branco,fundam incompleto,ativo ocupado,nao,casa,inadequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,39,4,2,3,0.8,0.333333333333333
6328,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,49,4,2,2,1.0,0.5
6329,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,cedido,sim,sim,sim,nao,nao,nao,sim,35,2,0,2,0.4,0.0
6330,0,rural,casado,homem,preto ou pardo,sem instrucao,ativo ocupado,nao,casa,inadequada,adequado,sim,inadequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,45,3,0,3,0.75,0.0
6331,0,rural,solteiro,mulher,preto ou pardo,sem instrucao,inativo,sim,casa,inadequada,adequado,sim,inadequada,proprio pago,nao,nao,sim,nao,nao,nao,sim,73,2,0,2,0.4,0.5
6332,0,rural,casado,homem,preto ou pardo,fundam incompleto,inativo,nao,casa,adequada,inadequado,sim,adequada,cedido,sim,nao,sim,nao,nao,nao,sim,47,3,0,3,0.5,0.333333333333333
6333,1,rural,casado,homem,branco,sem instrucao,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,40,3,1,2,0.6,0.5
6334,0,rural,casado,homem,branco,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,nao,sim,sim,61,3,0,3,0.428571428571429,0.666666666666667
6335,0,rural,solteiro,homem,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,74,2,1,1,0.5,0.0
6337,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,nao,nao,sim,sim,sim,sim,sim,42,6,1,5,0.666666666666667,1.0
6338,1,rural,casado,homem,branco,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,nao,nao,nao,sim,sim,28,5,3,2,1.0,0.5
6339,0,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,69,6,0,6,0.75,0.5
6341,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,adequado,sim,adequada,cedido,sim,nao,sim,sim,nao,nao,nao,52,4,1,3,0.666666666666667,0.666666666666667
6342,0,rural,casado,homem,preto ou pardo,sem instrucao,inativo,sim,casa,inadequada,inadequado,nao,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,88,2,0,2,0.666666666666667,0.0
6344,1,rural,casado,homem,preto ou pardo,fundam completo,ativo ocupado,nao,casa,inadequada,inadequado,nao,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,37,3,1,2,0.5,0.5
6345,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,nao,inadequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,34,4,2,2,1.0,0.0
6346,1,rural,casado,homem,branco,sem instrucao,inativo,sim,casa,inadequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,71,8,2,6,1.0,0.166666666666667
6347,1,rural,casado,homem,preto ou pardo,fundam incompleto,inativo,nao,casa,inadequada,adequado,nao,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,40,2,0,2,0.5,0.0
6348,0,rural,casado,homem,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,78,3,0,3,0.6,0.333333333333333
6349,1,rural,casado,homem,preto ou pardo,medio incompleto,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,cedido,sim,nao,sim,nao,nao,nao,sim,23,3,1,2,0.75,1.0
6350,1,rural,casado,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,cedido,sim,sim,sim,sim,sim,nao,sim,35,5,2,3,0.833333333333333,1.0
6351,1,rural,casado,mulher,branco,fundam completo,inativo,nao,casa,inadequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,24,3,1,2,0.6,0.5
6352,0,rural,casado,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,inadequada,inadequado,sim,adequada,cedido,sim,nao,sim,nao,nao,nao,nao,14,2,1,2,0.4,0.5
6353,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,55,8,1,7,1.0,0.285714285714286
6354,0,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,sim,sim,sim,sim,33,5,2,4,1.0,0.5
6355,0,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,sim,sim,43,3,1,2,0.6,1.0
6356,1,rural,casado,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,cedido,sim,nao,sim,nao,nao,nao,nao,32,3,1,2,0.5,0.5
6357,1,rural,casado,homem,preto ou pardo,superior completo,ativo ocupado,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,sim,sim,45,5,2,3,0.416666666666667,1.33333333333333
6358,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,44,3,1,2,0.6,0.5
6359,1,rural,casado,homem,preto ou pardo,sem instrucao,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,58,5,0,5,0.833333333333333,0.6
6360,0,rural,casado,homem,preto ou pardo,medio completo,ativo ocupado,nao,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,27,4,2,2,1.0,1.0
6362,1,rural,casado,homem,preto ou pardo,sem instrucao,inativo,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,58,9,3,7,1.5,0.428571428571429
6363,1,rural,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,inadequada,inadequado,nao,inadequada,proprio pago,sim,nao,nao,nao,nao,nao,nao,39,4,3,1,1.0,0.0
6364,0,rural,solteiro,mulher,preto ou pardo,medio completo,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,nao,nao,nao,nao,nao,25,2,1,1,0.4,1.0
6365,1,rural,casado,mulher,preto ou pardo,medio completo,inativo,nao,casa,inadequada,inadequado,nao,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,32,5,2,3,1.0,0.666666666666667
6367,1,rural,casado,mulher,preto ou pardo,fundam completo,inativo,nao,casa,adequada,inadequado,nao,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,23,5,3,2,1.25,0.5
6369,1,rural,casado,homem,branco,sem instrucao,ativo ocupado,nao,casa,inadequada,adequado,nao,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,55,4,1,3,1.33333333333333,0.0
6370,1,rural,casado,mulher,preto ou pardo,fundam incompleto,inativo,nao,casa,inadequada,inadequado,nao,inadequada,cedido,nao,nao,nao,nao,nao,nao,nao,26,3,1,2,1.5,0.0
6371,0,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,sim,casa,inadequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,71,3,0,3,0.6,0.0
6372,0,rural,casado,homem,preto ou pardo,medio incompleto,ativo ocupado,nao,casa,inadequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,sim,nao,33,4,2,2,1.0,1.0
6373,1,rural,solteiro,mulher,branco,sem instrucao,inativo,sim,casa,inadequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,60,6,1,5,1.0,0.4
6374,1,rural,solteiro,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,inadequado,nao,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,38,3,2,2,0.428571428571429,1.0
6375,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,inadequada,inadequado,nao,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,44,6,1,5,1.0,0.4
6376,1,rural,casado,homem,preto ou pardo,medio incompleto,ativo ocupado,nao,casa,inadequada,adequado,sim,adequada,proprio pago,nao,sim,sim,sim,sim,nao,sim,34,2,0,2,0.25,1.0
6377,0,rural,casado,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,65,2,0,2,0.333333333333333,0.5
6378,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,cedido,sim,nao,sim,nao,nao,nao,sim,21,2,0,2,0.285714285714286,0.0
6379,0,rural,casado,homem,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,87,2,0,2,0.5,0.0
6380,1,rural,casado,mulher,preto ou pardo,medio completo,inativo,nao,casa,adequada,inadequado,sim,adequada,cedido,sim,nao,sim,nao,nao,nao,nao,20,3,1,2,0.6,0.0
6381,1,rural,casado,homem,preto ou pardo,fundam completo,inativo,nao,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,42,2,0,2,0.4,1.0
6382,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,nao,sim,nao,sim,52,6,3,3,0.857142857142857,2.0
6383,1,rural,casado,homem,preto ou pardo,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,sim,sim,sim,sim,nao,sim,50,3,0,3,0.5,0.333333333333333
6384,0,rural,casado,homem,preto ou pardo,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,nao,74,4,1,3,0.5,0.333333333333333
6385,0,rural,solteiro,homem,branco,sem instrucao,inativo,sim,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,80,1,0,1,0.2,0.0
6386,0,rural,solteiro,homem,branco,fundam incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,49,2,0,2,0.4,0.0
6387,0,rural,casado,mulher,preto ou pardo,fundam incompleto,inativo,sim,casa,adequada,inadequado,sim,adequada,proprio pago,sim,nao,sim,nao,nao,nao,nao,76,2,0,2,0.4,0.0
6388,1,rural,casado,mulher,branco,fundam incompleto,ativo ocupado,nao,casa,adequada,inadequado,nao,adequada,proprio pago,sim,nao,sim,nao,nao,nao,sim,33,4,2,2,1.0,0.5
6389,1,rural,casado,homem,preto ou pardo,medio incompleto,ativo ocupado,nao,casa,adequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,25,3,1,2,0.6,1.0
6391,1,rural,casado,homem,branco,medio completo,ativo ocupado,nao,casa,inadequada,adequado,sim,adequada,proprio pago,sim,nao,sim,nao,sim,nao,sim,21,3,1,2,0.75,0.5
